index,shape-type,vertex-index,axis-0,axis-1
0,polygon,87,2306.7442711222716,3849.98570480786
0,polygon,88,2253.5593669828427,3853.784626532105
0,polygon,89,2245.961523534353,3899.371687223044
0,polygon,90,2280.151819052557,3952.556591362473
0,polygon,91,2321.939958019251,3960.1544348109624
0,polygon,92,2363.728096985945,3952.556591362473
0,polygon,93,2401.717314228394,3941.159826189738
0,polygon,94,2443.5054531950877,3933.561982741248
0,polygon,95,2473.896826989047,3963.953356535207
0,polygon,96,2489.0925138860266,4020.937182398881
0,polygon,97,2466.2989835405574,4074.1220865383093
0,polygon,98,2428.309766298108,4096.915616883779
0,polygon,99,2378.9237838829245,4112.111303780758
0,polygon,100,2321.939958019251,4112.111303780758
0,polygon,101,2283.950740776802,4115.910225505003
0,polygon,102,2264.9561321555775,4188.089738265657
0,polygon,103,2272.553975604067,4226.0789555081055
0,polygon,104,2291.548584225292,4302.057389993003
0,polygon,105,2367.5270187101896,4332.448763786962
0,polygon,106,2394.119470779904,4362.840137580923
0,polygon,107,2386.5216273314145,4416.025041720351
0,polygon,108,2340.9345666404756,4423.62288516884
0,polygon,109,2291.548584225292,4423.62288516884
0,polygon,110,2230.7658366373735,4419.823963444595
0,polygon,111,2185.1787759464346,4438.818572065819
0,polygon,112,2181.37985422219,4484.405632756759
0,polygon,113,2188.9776976706794,4533.791615171942
0,polygon,114,2109.2003414615365,4571.780832414391
0,polygon,115,2071.2111242190877,4579.378675862881
0,polygon,116,2018.0262200796587,4556.585145517412
0,polygon,117,1964.8413159402303,4526.193771723452
0,polygon,118,1919.2542552492914,4537.590536896187
0,polygon,119,1869.8682728341078,4556.585145517412
0,polygon,120,1809.0855252461893,4567.981910690146
0,polygon,121,1759.6995428310056,4583.177597587126
0,polygon,122,1626.7372824824342,4586.976519311371
0,polygon,123,1558.3566914460262,4586.976519311371
0,polygon,124,1451.9868831671688,4590.775441035616
0,polygon,125,1395.003057303495,4594.57436275986
0,polygon,126,1178.464519021536,4594.57436275986
0,polygon,127,980.920589360801,4617.36789310533
0,polygon,128,840.3604855637399,4598.373284484105
0,polygon,129,794.773424872801,4613.568971381085
0,polygon,130,752.9852859061072,4598.373284484105
0,polygon,131,688.4036165939436,4605.971127932595
0,polygon,132,620.0230255575356,4602.17220620835
0,polygon,133,528.8489041756579,4594.57436275986
0,polygon,134,433.8758610695354,4579.378675862881
0,polygon,135,384.4898786543516,4567.981910690146
0,polygon,136,213.5384010633311,4586.976519311371
0,polygon,137,152.75565347541271,4575.579754138636
0,polygon,138,118.56535795720862,4507.199163102227
0,polygon,139,122.36427968145347,4461.612102411289
0,polygon,140,167.95134037239234,4419.823963444595
0,polygon,141,198.34271416635147,4393.231511374881
0,polygon,142,240.13085313304543,4378.035824477902
